Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617340,Northstar Home Care Ltd,"£2,575.78"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617325,Northstar Home Care Ltd,"£2,575.78"
Manchester City Council,Adult Social Care,Personal needs of client,22/10/2024,5105953820,Ottobock Healthcare Plc,"£2,575.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605404,Paintpots (Manchester) Ltd.,"£2,574.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592171,Redacted Personal Information,"£2,572.30"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608339,Redacted Personal Information,"£2,572.30"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620066,Redacted Personal Information,"£2,572.30"
Manchester City Council,Adult Social Care,Home Care ,23/10/2024,1908613967,Premier Care  Ltd,"£2,571.06"
Manchester City Council,Corporate Services,Training and Development,15/10/2024,5105954740,Resolve Antisocial Behaviour,"£2,565.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596655,Westwood Homecare (Northwest) Lt,"£2,564.50"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620030,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608648,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592481,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592519,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608685,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620345,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620348,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608635,Redacted Personal Information,"£2,564.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592463,Redacted Personal Information,"£2,564.00"
Manchester City Council,Adult Social Care,Home Care ,31/10/2024,1908622450,Westwood Homecare (Northwest) Lt,"£2,561.54"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22/10/2024,5105956198,AFJ Ltd,"£2,559.68"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605424,Superkids Levenshulme Ltd,"£2,553.60"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604240,Care 24 (UK) Limited,"£2,553.00"
Manchester City Council,Adult Social Care,Home Care ,31/10/2024,1908622451,Westwood Homecare (Northwest) Lt,"£2,553.00"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,09/10/2024,5105953870,Greenwich Leisure Limited,"£2,552.87"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620398,Redacted Personal Information,"£2,552.00"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1908601614,Haven Power Ltd,"£2,550.58"
Manchester City Council,Chief Executives,Legal Fees,01/10/2024,5105952306,Weightmans LLP Solicitors,"£2,550.25"
Manchester City Council,Manchester Leisure,Agency staff provision,23/10/2024,5105956280,G2 Recruitment Solutions,"£2,550.00"
Manchester City Council,Manchester Leisure,Agency staff provision,31/10/2024,5105956754,G2 Recruitment Solutions,"£2,550.00"
Manchester City Council,Manchester Leisure,Equipment,22/10/2024,5105955265,Sants Fabrications Ltd,"£2,550.00"
Manchester City Council,Manchester Leisure,Security,21/10/2024,5105955985,UNIQUE SPECIALIST SERVICES,"£2,548.00"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1908601664,Haven Power Ltd,"£2,547.73"
Manchester City Council,Regeneration Finance,Professional fees,17/10/2024,5105955329,Drees & Sommer UK Limited,"£2,543.31"
Manchester City Council,Adult Social Care,Home Care ,01/10/2024,1908589692,H.G. Care Services Ltd,"£2,537.92"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616061,Blackley Premier Care,"£2,537.29"
Manchester City Council,Corporate Services,Training and Development,31/10/2024,1908621613,EB *BCS PRACTITIONER C,"£2,536.92"
Manchester City Council,Corporate Services,Water - Metered,14/10/2024,5105953630,Suez Recycling and,"£2,533.94"
Manchester City Council,Childrens & Education Services,Foster Payments,31/10/2024,1908622546,Redacted Personal Information,"£2,530.13"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1908602553,Haven Power Ltd,"£2,529.93"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617104,Ordinary Lifestyles,"£2,527.92"
Manchester City Council,Manchester Leisure,Rents,25/10/2024,1908616810,Redacted Personal Information,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,01/10/2024,1908590419,Redacted Personal Information,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,22/10/2024,5105956228,Redacted Personal Information,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,02/10/2024,5105952613,Redacted Personal Information,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,31/10/2024,5105957739,Kaasuu Properties,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,21/10/2024,5105955845,Redacted Personal Information,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,10/10/2024,5105954021,Kaasuu Properties,"£2,520.00"
Manchester City Council,Manchester Leisure,Rents,01/10/2024,1908590397,Redacted Personal Information,"£2,520.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31/10/2024,5105956703,J Greenwood (Builders) Limited,"£2,519.86"
Manchester City Council,Corporate Services,Gas,24/10/2024,1908615156,SEFE ENERGY Ltd,"£2,515.20"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,25/10/2024,5105956848,AFJ Ltd,"£2,510.76"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605436,Tiny Turtles Daycare Ltd,"£2,510.62"
Manchester City Council,Adult Social Care,Day Care Payments,01/10/2024,1908589861,Vesta Care,"£2,510.45"
Manchester City Council,Adult Social Care,Equipment,21/10/2024,5105955739,Drive Devilbiss Healthcare Ltd,"£2,505.65"
Manchester City Council,Manchester Leisure,Printing,18/10/2024,5105954157,Impression (Bolton) Ltd,"£2,504.00"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908589689,Creative Support Ltd,"£2,500.20"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105957781,Deloitte & Touche Llp,"£2,500.00"
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,03/10/2024,1908593884,Redacted Personal Information,"£2,500.00"
Manchester City Council,Manchester Leisure,Professional fees,21/10/2024,1908600960,Handforth Heating Services,"£2,500.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,07/10/2024,5105953561,Remedi,"£2,500.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,18/10/2024,5105955256,Lives on Track,"£2,500.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,24/10/2024,5105956099,Lives on Track,"£2,500.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,07/10/2024,5105953564,Remedi,"£2,500.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,11/10/2024,5105954268,Peter Douglass Platforms,"£2,500.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616146,Redacted Personal Information,"£2,498.16"
Manchester City Council,Manchester Leisure,Rents,10/10/2024,5105954074,Redacted Personal Information,"£2,490.00"
Manchester City Council,Manchester Leisure,Rents,31/10/2024,5105957738,Redacted Personal Information,"£2,490.00"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908590010,Bedspace Resource Ltd,"£2,487.60"
Manchester City Council,Childrens & Education Services,Public Transport,10/10/2024,1908602594,Redacted Personal Information,"£2,485.65"
Manchester City Council,Manchester Leisure,Car Parking Permits,16/10/2024,5105954747,British Parking Association,"£2,485.00"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603683,PSS (UK),"£2,482.24"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603690,PSS (UK),"£2,482.24"
Manchester City Council,Manchester Leisure,Equipment,30/10/2024,5105957466,Willfab Ltd,"£2,480.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908591601,Redacted Personal Information,"£2,478.74"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908607756,Redacted Personal Information,"£2,478.74"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908619497,Redacted Personal Information,"£2,478.74"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605764,Marion Scott Playgroup,"£2,478.39"
Manchester City Council,Adult Social Care,Supported Accommodation,14/10/2024,1908604270,Bedspace Resource Ltd,"£2,476.36"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908590007,Bedspace Resource Ltd,"£2,476.36"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617208,Meridian Health and Social Care Ltd,"£2,474.77"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605224,Kids Start Ltd,"£2,474.06"
Manchester City Council,Adult Social Care,Payments for services,07/10/2024,5105953506,Kaleidoscope Project,"£2,471.00"
Manchester City Council,Childrens & Education Services,Payments for services,22/10/2024,5105953124,Time Specialist Support Ltd,"£2,468.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620346,Redacted Personal Information,"£2,466.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908607776,Redacted Personal Information,"£2,466.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592464,Redacted Personal Information,"£2,466.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620365,Redacted Personal Information,"£2,466.00"
Manchester City Council,Childrens & Education Services,Foster Payments,25/10/2024,1908615935,Olive Branch Fostering,"£2,464.22"
Manchester City Council,Childrens & Education Services,Hire of Premises,11/10/2024,5105954263,Moss Side Millennium Powerhouse Ltd,"£2,461.50"
Manchester City Council,Adult Social Care,Home Care ,02/10/2024,1908592588,iCare Solutions Manchester Limit,"£2,461.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,10/10/2024,1908602790,Ecomix Concrete Ltd,"£2,460.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596941,The Together Trust,"£2,459.52"
Manchester City Council,Adult Social Care,Home Care ,17/10/2024,1908609482,Premier Care  Ltd,"£2,458.03"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599465,Creative Support Ltd,"£2,453.28"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605505,Ducklings Didsbury,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605472,Brighter Beginnings Rusholme,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605688,Brighter Beginnings Fallowfield,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605715,Summit Education Society Ltd,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605615,Redacted Personal Information,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605670,Anson Cabin Project,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605592,Noddy's Day Nursery,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605629,Redacted Personal Information,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605528,Redacted Personal Information,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605785,Paintpots (Manchester) Ltd.,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605487,Redacted Personal Information,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605618,Redacted Personal Information,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,09/10/2024,1908599734,Little Angels Day Nursery Ltd,"£2,451.15"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605597,Redacted Personal Information,"£2,451.15"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,17/10/2024,5105955245,T15 Consultancy Ltd,"£2,450.00"
Manchester City Council,Corporate Services,Infrastructure Fees,07/10/2024,5105952913,Environment Agency,"£2,450.00"
Manchester City Council,Childrens & Education Services,Payments for services,28/10/2024,5105957212,"Global Make Up, Hair Academy","£2,450.00"
