Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635803,Routes Healthcare (North) Ltd,£649.39
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643589,Routes Healthcare (North) Ltd,£649.39
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629150,Routes Healthcare (North) Ltd,£649.39
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623880,Routes Healthcare (North) Ltd,£649.39
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627677,Routes Healthcare (North) Ltd,£649.39
Manchester City Council,Adult Social Care,Home Care ,27/11/2024,1908646779,Routes Healthcare (North) Ltd,£649.39
Manchester City Council,Adult Social Care,Day Care Payments,19/11/2024,1908638474,Age Concern Manchester,£649.20
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908637011,Haven Power Ltd,£648.17
Manchester City Council,Childrens & Education Services,Equipment,29/11/2024,1908657042,WWW.PLANNINGPORTAL.CO.,£648.00
Manchester City Council,Manchester Leisure,Furniture,25/11/2024,5105962158,Furniture Resource Centre Ltd,£647.22
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646423,Redacted Personal Information,£647.22
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633121,Redacted Personal Information,£647.22
Manchester City Council,Chief Executives,Construction Works,18/11/2024,5105958794,United Utilities Property Searches,£647.00
Manchester City Council,Chief Executives,Construction Works,18/11/2024,5105958795,United Utilities Property Searches,£647.00
Manchester City Council,Adult Social Care,Day Care Payments,11/11/2024,1908629615,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638191,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638177,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640398,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640374,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638173,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640411,TheOneClub Limited,£646.56
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640394,TheOneClub Limited,£646.56
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646062,Redacted Personal Information,£646.38
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633781,Redacted Personal Information,£646.38
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638160,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640383,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640377,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638193,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638192,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640378,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640400,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Day Care Payments,15/11/2024,1908638180,TheOneClub Limited,£646.32
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,21/11/2024,5105958619,Arrow County Supplies,£645.20
Manchester City Council,Regeneration Finance,Expenditure re Internal Trading Ordered Externally,28/11/2024,5105963208,Halle Concerts Society,£645.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646509,Redacted Personal Information,£644.16
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633333,Redacted Personal Information,£644.16
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629197,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629190,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623862,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638715,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629185,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638844,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627709,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627767,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638760,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638757,Age Concern Manchester,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638604,iCare Solutions Manchester Limit,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638745,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623921,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643654,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638595,iCare Solutions Manchester Limit,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638747,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635822,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635847,Age Concern Manchester,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629565,Care 24 (UK) Limited,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628991,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629267,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643557,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629558,Care 24 (UK) Limited,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627746,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628903,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627773,Age Concern Manchester,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627737,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627780,Age Concern Manchester,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628894,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628918,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629319,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629318,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638600,iCare Solutions Manchester Limit,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629299,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628930,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629296,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627757,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908639028,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629274,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643560,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,20/11/2024,1908640323,Be Caring Manchester,£644.00
Manchester City Council,Adult Social Care,Home Care ,07/11/2024,1908627731,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629271,The Care Company Plus Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638639,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628954,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638630,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638533,Northstar Home Care Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638546,iCare Solutions Manchester Limit,£644.00
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623957,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657624,Chrysalis Home Care Group Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623947,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643609,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,27/11/2024,5105963044,Redacted Personal Information,£644.00
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623935,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643663,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638561,iCare Solutions Manchester Limit,£644.00
Manchester City Council,Adult Social Care,Home Care ,27/11/2024,1908646811,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629576,Care 24 (UK) Limited,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628993,H.G. Care Services Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657622,Chrysalis Home Care Group Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635809,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623926,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643670,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629214,Routes Healthcare (North) Ltd,£644.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633316,Redacted Personal Information,£643.64
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645813,Redacted Personal Information,£643.64
Manchester City Council,Highways Services,Electricity,14/11/2024,1908636982,Haven Power Ltd,£643.63
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646715,Redacted Personal Information,£643.49
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629662,Grace 24/7 Care,£643.44
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643939,Grace 24/7 Care,£643.44
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908628878,Grace 24/7 Care,£643.44
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643929,Grace 24/7 Care,£643.44
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638912,Grace 24/7 Care,£643.44
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629755,Grace 24/7 Care,£643.44
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908639016,Grace 24/7 Care,£643.44
